Rnk Team                         WON LOST   PF   PA     RATE      SOS
--- ----                         --- ----  ---  ---  -------  -------
465 25   Wingate                   0    0    0    0      nan      nan (2012)
466 26   Adrian                    0    0    0    0      nan      nan (2011)
467 26   Army                      0    0    0    0      nan      nan (2010)
468 26   Duke                      0    0    0    0      nan      nan (2009)
469 26   Graceland                 0    0    0    0      nan      nan (2008)
470 26   Howard U.                 0    0    0    0      nan      nan (2007)
471 26   Kansas St.                0    0    0    0      nan      nan (2006)
472 26   Knox                      0    0    0    0      nan      nan (2005)
473 26   Livingstone               0    0    0    0      nan      nan (2004)
474 26   Louisiana College         0    0    0    0      nan      nan (2003)
475 26   Louisiana-Lafay.          0    0    0    0      nan      nan (2002)
476 26   Luther                    0    0    0    0      nan      nan (2001)
477 26   Mac Murray                0    0    0    0      nan      nan (2000)
478 26   Manchester                0    0    0    0      nan      nan (1999)
479 26   Maryville, Tenn.          0    0    0    0      nan      nan (1998)
480 26   Monmouth, Ill.            0    0    0    0      nan      nan (1997)
481 26   Mount Senario             0    0    0    0      nan      nan (1996)
482 26   Olivet                    0    0    0    0      nan      nan (1995)
483 26   Penn St.                  0    0    0    0      nan      nan (1994)
484 26   Simpson, Iowa             0    0    0    0      nan      nan (1993)
485 26   Syracuse                  0    0    0    0      nan      nan (1992)
486 26   Texas A&M                 0    0    0    0      nan      nan (1991)
487 26   Wheaton                   0    0    0    0      nan      nan (1990)
488 26   Wilkes                    0    0    0    0      nan      nan (1989)
489 26   Wis.-LaCrosse             0    0    0    0      nan      nan (1988)
490 27   Abilene Christian         0    0    0    0      nan      nan (1987)
491 27   Albright                  0    0    0    0      nan      nan (1986)
492 27   Arizona                   0    0    0    0      nan      nan (1985)
493 27   Bethany,W.Va.             0    0    0    0      nan      nan (1984)
494 27   Bowdoin                   0    0    0    0      nan      nan (1983)
495 27   Bowling Green             0    0    0    0      nan      nan (1982)
496 27   Buena Vista               0    0    0    0      nan      nan (1981)
497 27   Buffalo St.               0    0    0    0      nan      nan (1980)
498 27   Campbellsville            0    0    0    0      nan      nan (1979)
499 27   Case Reserve              0    0    0    0      nan      nan (1978)
500 27   Cheyney                   0    0    0    0      nan      nan (1977)
501 27   Columbia                  0    0    0    0      nan      nan (1976)
502 27   Concordia, Moor.          0    0    0    0      nan      nan (1975)
503 27   Cornell, Iowa             0    0    0    0      nan      nan (1974)
504 27   Doane                     0    0    0    0      nan      nan (1973)
505 27   Ferrum                    0    0    0    0      nan      nan (1972)
506 27   Florida St.               0    0    0    0      nan      nan (1971)
507 27   Fordham                   0    0    0    0      nan      nan (1970)
508 27   Gannon                    0    0    0    0      nan      nan (1969)
509 27   Gardner-Webb              0    0    0    0      nan      nan (1968)
510 27   Grove City                0    0    0    0      nan      nan (1967)
511 27   Harvard                   0    0    0    0      nan      nan (1966)
512 27   Haskell Indian            0    0    0    0      nan      nan (1965)
513 27   Indiana                   0    0    0    0      nan      nan (1964)
514 27   Iona                      0    0    0    0      nan      nan (1963)
515 27   Iowa                      0    0    0    0      nan      nan (1962)
516 27   Kalamazoo                 0    0    0    0      nan      nan (1961)
517 27   Kansas St.                0    0    0    0      nan      nan (1960)
518 27   Kenyon                    0    0    0    0      nan      nan (1959)
519 27   LaVerne                   0    0    0    0      nan      nan (1958)
520 27   Lawrence                  0    0    0    0      nan      nan (1957)
521 27   Lincoln MO                0    0    0    0      nan      nan (1956)
522 27   Louisiana Tech            0    0    0    0      nan      nan (1955)
523 27   Macalester                0    0    0    0      nan      nan (1954)
524 27   Manchester                0    0    0    0      nan      nan (1953)
525 27   Mansfield                 0    0    0    0      nan      nan (1952)
526 27   Mass.-Dartmouth           0    0    0    0      nan      nan (1951)
527 27   Merrimack                 0    0    0    0      nan      nan (1950)
528 27   Miami, Ohio               0    0    0    0      nan      nan (1949)
529 27   Michigan St.              0    0    0    0      nan      nan (1948)
530 27   Moravian                  0    0    0    0      nan      nan (1947)
531 27   N. Arizona                0    0    0    0      nan      nan (1946)
532 27   Navy                      0    0    0    0      nan      nan (1945)
533 27   Northwestern              0    0    0    0      nan      nan (1944)
534 27   Notre Dame                0    0    0    0      nan      nan (1943)
535 27   Olivet                    0    0    0    0      nan      nan (1942)
536 27   Oregon                    0    0    0    0      nan      nan (1941)
537 27   Penn                      0    0    0    0      nan      nan (1940)
538 27   Plymouth St.              0    0    0    0      nan      nan (1939)
539 27   Pomona-Pitzer             0    0    0    0      nan      nan (1938)
540 27   Presbyterian              0    0    0    0      nan      nan (1937)
541 27   Rensselaer                0    0    0    0      nan      nan (1936)
542 27   Rice                      0    0    0    0      nan      nan (1935)
543 27   Rose-Hulman               0    0    0    0      nan      nan (1934)
544 27   S. Oregon                 0    0    0    0      nan      nan (1933)
545 27   San Diego                 0    0    0    0      nan      nan (1932)
546 27   South Carolina            0    0    0    0      nan      nan (1931)
547 27   South Florida             0    0    0    0      nan      nan (1930)
548 27   Southern Miss.            0    0    0    0      nan      nan (1929)
549 27   St. John Fisher           0    0    0    0      nan      nan (1928)
550 27   Stanford                  0    0    0    0      nan      nan (1927)
551 27   Stillman                  0    0    0    0      nan      nan (1926)
552 27   Tennessee                 0    0    0    0      nan      nan (1925)
553 27   Texas                     0    0    0    0      nan      nan (1924)
554 27   Texas Tech                0    0    0    0      nan      nan (1923)
555 27   Thiel                     0    0    0    0      nan      nan (1922)
556 27   Tri-State IN              0    0    0    0      nan      nan (1921)
557 27   Tufts                     0    0    0    0      nan      nan (1920)
558 27   Utah St.                  0    0    0    0      nan      nan (1919)
559 27   W. New Mexico             0    0    0    0      nan      nan (1918)
560 27   Wabash                    0    0    0    0      nan      nan (1917)
561 27   Wake Forest               0    0    0    0      nan      nan (1916)
562 27   Washington St.            0    0    0    0      nan      nan (1915)
563 27   William Jewell            0    0    0    0      nan      nan (1914)
564 27   William Penn              0    0    0    0      nan      nan (1913)
565 27   Williams                  0    0    0    0      nan      nan (1912)
566 27   Wilmington, Ohio          0    0    0    0      nan      nan (1911)
567 27   Wis.-LaCrosse             0    0    0    0      nan      nan (1910)
568 27   Wofford                   0    0    0    0      nan      nan (1909)
569 28   Adrian                    0    0    0    0      nan      nan (1908)
570 28   Alabama                   0    0    0    0      nan      nan (1907)
571 28   Alabama A&M               0    0    0    0      nan      nan (1906)
572 28   Alabama St.               0    0    0    0      nan      nan (1905)
573 28   Alfred                    0    0    0    0      nan      nan (1904)
574 28   Auburn                    0    0    0    0      nan      nan (1903)
575 28   Augsburg                  0    0    0    0      nan      nan (1902)
576 28   Baylor                    0    0    0    0      nan      nan (1901)
577 28   Boston College            0    0    0    0      nan      nan (1900)
578 28   Bowdoin                   0    0    0    0      nan      nan (1899)
579 28   Bryant College            0    0    0    0      nan      nan (1898)
580 28   Campbellsville            0    0    0    0      nan      nan (1897)
581 28   Cent. Methodist           0    0    0    0      nan      nan (1896)
582 28   Charleston So.            0    0    0    0      nan      nan (1895)
583 28   Cincinnati                0    0    0    0      nan      nan (1894)
584 28   Colby                     0    0    0    0      nan      nan (1893)
585 28   Colorado                  0    0    0    0      nan      nan (1892)
586 28   Cornell, Iowa             0    0    0    0      nan      nan (1891)
587 28   Culver-Stockton           0    0    0    0      nan      nan (1890)
588 28   Denison                   0    0    0    0      nan      nan (1889)
589 28   Dickinson                 0    0    0    0      nan      nan (1888)
590 28   East Stroudsburg          0    0    0    0      nan      nan (1887)
591 28   Elmhurst                  0    0    0    0      nan      nan (1886)
592 28   Franklin&Marshall         0    0    0    0      nan      nan (1885)
593 28   Hamline                   0    0    0    0      nan      nan (1884)
594 28   Holy Cross                0    0    0    0      nan      nan (1883)
595 28   Indiana, Pa.              0    0    0    0      nan      nan (1882)
596 28   Jacksonville St.          0    0    0    0      nan      nan (1881)
597 28   Jamestown                 0    0    0    0      nan      nan (1880)
598 28   Johns Hopkins             0    0    0    0      nan      nan (1879)
599 28   Lake Forest               0    0    0    0      nan      nan (1878)
600 28   Louisiana-Monroe          0    0    0    0      nan      nan (1877)
